count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,error_person_romaji
20,3.0,21.0,2025/8/7,595,457.2456191,1754549895,2.0,2.0,pos1,Right,東北大,2,村尾,Right,TOK,1,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.906,-0.427,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_135,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830020,ボール,,3324.0,https://youtu.be/j4edPuUKXyY&t=3324,431.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,
21,4.0,22.0,2025/8/7,608,470.0700638,1754549908,2.0,3.0,pos1,Right,東北大,2,村尾,Right,TOK,1,Bottom,1,1,1,Fastball,InPlay,Undefined,FlyBall,Double,0,0,,118.0,0.566,-0.012,79.20230384,-39.55966797,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_136,B,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2521830021,左2,,3337.0,https://youtu.be/j4edPuUKXyY&t=3337,444.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,
22,5.0,23.0,2025/8/7,655,516.6107771,1754549955,3.0,1.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.65,0.487,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_137,B,夏季オープン戦,Normal,2,,村尾,,Nothing,,,,,,2521830022,ボール,,3384.0,https://youtu.be/j4edPuUKXyY&t=3384,477.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
23,6.0,24.0,2025/8/7,673,534.607594,1754549973,3.0,2.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,118.0,0.578,0.116,8.839719212,-154.2900462,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_138,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,,,2521830023,ファール,,3402.0,https://youtu.be/j4edPuUKXyY&t=3402,495.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
24,7.0,25.0,2025/8/7,700,562.3792582,1754550000,3.0,3.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,109.0,0.854,0.228,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_139,B,夏季オープン戦,Normal,2,,村尾,,Nothing,,,,,,2521830024,見逃し,,3429.0,https://youtu.be/j4edPuUKXyY&t=3429,522.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
25,8.0,26.0,2025/8/7,719,580.7656131,1754550019,3.0,4.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,110.0,0.814,0.168,28.70920368,99.46232221,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_140,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,,,2521830025,ファール,,3448.0,https://youtu.be/j4edPuUKXyY&t=3448,541.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
26,9.0,27.0,2025/8/7,745,607.4110029,1754550045,3.0,5.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,120.0,0.866,-0.208,6.655170603,-167.1957339,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_141,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,,,2521830026,ファール,,3474.0,https://youtu.be/j4edPuUKXyY&t=3474,567.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
27,10.0,28.0,2025/8/7,777,638.57248,1754550077,3.0,6.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,2,Curveball,FoulBall,Undefined,FlyBall,Undefined,0,0,,103.0,0.822,0.216,51.88806492,-61.10358374,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_142,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,,,2521830027,ファール,,3506.0,https://youtu.be/j4edPuUKXyY&t=3506,599.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
28,11.0,29.0,2025/8/7,813,674.7725902,1754550113,3.0,7.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.77,-0.124,9.425690448,-159.8636966,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_143,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,,,2521830028,ファール,,3542.0,https://youtu.be/j4edPuUKXyY&t=3542,635.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
29,12.0,30.0,2025/8/7,844,705.5639701,1754550144,3.0,8.0,pos1,Right,東北大,3,伊藤,Left,TOK,1,Bottom,1,1,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,109.0,0.83,0.18,40.81150528,21.18617644,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_144,B,夏季オープン戦,Normal,2,,村尾,,Undefined,,,,"4,3","4,3",2521830029,二ゴ,,3573.0,https://youtu.be/j4edPuUKXyY&t=3573,666.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Koichiro, Ito",,"Murao, Yusaku",,,,
30,13.0,31.0,2025/8/7,888,750.2185411,1754550188,4.0,1.0,pos1,Right,東北大,4,春山,Right,TOK,1,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,102.0,0.846,0.467,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_145,B,夏季オープン戦,Normal,3,,,村尾,Nothing,,,,,,2521830030,ボール,,3617.0,https://youtu.be/j4edPuUKXyY&t=3617,689.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Yuichiro, Haruyama",,,"Murao, Yusaku",,,
31,,,2025/8/7,912,773.7435291,1754550212,,,pos1,Right,東北大,4,春山,Right,TOK,1,Bottom,2,1,0,,,,,,0,1,,,,,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_146,B,夏季オープン戦,Normal,3,,,村尾,Balk,,,村尾,,,2521830031,ボーク①,,3641.0,https://youtu.be/j4edPuUKXyY&t=3641,713.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Yuichiro, Haruyama",,,"Murao, Yusaku","Murao, Yusaku",,
32,14.0,32.0,2025/8/7,932,793.8173132,1754550232,4.0,2.0,pos1,Right,東北大,4,春山,Right,TOK,1,Bottom,2,1,0,Fastball,InPlay,Undefined,Popup,Out,1,0,,123.0,0.874,0.112,40.81150528,-21.18617644,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_147,B,夏季オープン戦,Normal,,,,,Undefined,,,,6,6,2521830032,遊飛,,3661.0,https://youtu.be/j4edPuUKXyY&t=3661,733.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R",,,,,,,,,,"Yuichiro, Haruyama",,,,,,
33,19.0,33.0,2025/8/7,1035,896.749192,1754550335,1.0,1.0,栗林,Right,TOK,4,batter4,Right,東北大,2,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.0,0.962,-0.48,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_148,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830033,ボール,,3764.0,https://youtu.be/j4edPuUKXyY&t=3764,762.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
34,20.0,34.0,2025/8/7,1045,907.0446579,1754550345,1.0,2.0,栗林,Right,TOK,4,batter4,Right,東北大,2,Top,0,1,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,113.0,0.85,0.18,21.92635508,123.4762783,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_149,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830034,ファール,,3774.0,https://youtu.be/j4edPuUKXyY&t=3774,772.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
35,21.0,35.0,2025/8/7,1061,922.7800791,1754550361,1.0,3.0,栗林,Right,TOK,4,batter4,Right,東北大,2,Top,0,1,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,99.0,0.606,0.196,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_150,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830035,空振り,,3790.0,https://youtu.be/j4edPuUKXyY&t=3790,788.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
36,22.0,36.0,2025/8/7,1079,941.3616059,1754550379,1.0,4.0,栗林,Right,TOK,4,batter4,Right,東北大,2,Top,0,1,2,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.0,0.538,-0.156,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_151,B,夏季オープン戦,Normal,,,,,Nothing,,,,"2,3","2,3",2521830036,空三振,,3808.0,https://youtu.be/j4edPuUKXyY&t=3808,806.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
37,23.0,37.0,2025/8/7,1107,969.2776771,1754550407,2.0,1.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,96.0,0.91,0.813,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_152,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830037,ボール,,3836.0,https://youtu.be/j4edPuUKXyY&t=3836,824.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
38,24.0,38.0,2025/8/7,1118,980.040611,1754550418,2.0,2.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,1,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.243,0.048,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_153,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830038,ボール,,3847.0,https://youtu.be/j4edPuUKXyY&t=3847,835.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
39,25.0,39.0,2025/8/7,1134,995.7836821,1754550434,2.0,3.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,2,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,126.0,0.822,-0.124,23.07870796,125.1120112,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_154,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830039,ファール,,3863.0,https://youtu.be/j4edPuUKXyY&t=3863,851.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
40,26.0,40.0,2025/8/7,1150,1012.370391,1754550450,2.0,4.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,2,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.0,0.962,0.108,45.64652516,79.19838176,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_155,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830040,ファール,,3879.0,https://youtu.be/j4edPuUKXyY&t=3879,867.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
41,27.0,41.0,2025/8/7,1173,1035.095076,1754550473,2.0,5.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,128.0,0.618,-0.188,75.43552104,56.80706342,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_156,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830041,ファール,,3902.0,https://youtu.be/j4edPuUKXyY&t=3902,890.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
42,28.0,42.0,2025/8/7,1197,1059.536675,1754550497,2.0,6.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,2,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.183,0.12,,,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_157,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521830042,ボール,,3926.0,https://youtu.be/j4edPuUKXyY&t=3926,914.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
43,29.0,43.0,2025/8/7,1218,1079.607129,1754550518,2.0,7.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.0,0.83,0.172,18.81441737,138.8140748,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_158,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830043,ファール,,3947.0,https://youtu.be/j4edPuUKXyY&t=3947,935.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
44,30.0,44.0,2025/8/7,1237,1098.918554,1754550537,2.0,8.0,栗林,Right,TOK,5,batter5,Right,東北大,2,Top,1,3,2,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,116.0,0.93,-0.008,23.69449632,108.8860874,TOK,#217fc4,東大,東北大,#90dcff,東北大, きたぎん_159,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2521830044,ファール,,3966.0,https://youtu.be/j4edPuUKXyY&t=3966,954.0,,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端,"鈴木,村尾,伊藤,春山,田崎,松本康,荒井孝,堀端,小田","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,松本康,春山,荒井孝,田崎,小田,村尾,伊藤,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,R,R,L,R","R,R,L,R,R,R,R,R,R,R","Kazuki, Kuribayashi","Kohei, Matsumoto","Yuichiro, Haruyama","Kota, Arai","Tasaki, Shu","Shu, Oda","Murao, Yusaku","Koichiro, Ito","Taiki, Horibata",,,,,,,
