count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
79,47.0,76.0,2025/3/4,3973.814727,3573.814735,1741053922,5.0,5.0,玉置,Right,TOK,3,batter3,Right,埼玉大,3,Top,2,1,2,Slider,InPlay,Undefined,FlyBall,Double,0,1,,107.0,0.562,0.08,79.70608464,-36.57303098,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"1,2",batter2,batter1,,Undefined,,,batter1,7,7,2506220079,左2①,,3971.0,https://youtu.be/TjTzODVdbeI&t=3971,2154.0,https://youtu.be/RPJVei73lVc&t=2154,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
80,48.0,77.0,2025/3/4,4025.357074,3625.357084,1741053974,6.0,1.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.263,-0.076,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Nothing,,,,,,2506220080,ボール,,4023.0,https://youtu.be/TjTzODVdbeI&t=4023,2191.0,https://youtu.be/RPJVei73lVc&t=2191,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
81,49.0,78.0,2025/3/4,4045.489321,3645.489328,1741053994,6.0,2.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,97.0,0.203,0.092,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Nothing,,,,,,2506220081,ボール,,4043.0,https://youtu.be/TjTzODVdbeI&t=4043,2211.0,https://youtu.be/RPJVei73lVc&t=2211,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
82,50.0,79.0,2025/3/4,4069.173693,3669.1737,1741054018,6.0,3.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,2,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.546,0.188,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Nothing,,,,,,2506220082,見逃し,,4067.0,https://youtu.be/TjTzODVdbeI&t=4067,2235.0,https://youtu.be/RPJVei73lVc&t=2235,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
83,51.0,80.0,2025/3/4,4083.989408,3683.989414,1741054032,6.0,4.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,2,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,107.0,0.618,0.18,34.05514971,-75.96375653,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Undefined,,,,,,2506220083,ファール,,4081.0,https://youtu.be/TjTzODVdbeI&t=4081,2250.0,https://youtu.be/RPJVei73lVc&t=2250,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
84,52.0,81.0,2025/3/4,4105.316857,3705.316865,1741054054,6.0,5.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,2,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.277,0.216,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Nothing,,,,,,2506220084,ボール,,4103.0,https://youtu.be/TjTzODVdbeI&t=4103,2262.0,https://youtu.be/RPJVei73lVc&t=2262,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
85,53.0,82.0,2025/3/4,4127.053304,3727.053314,1741054075,6.0,6.0,玉置,Right,TOK,4,batter4,Left,埼玉大,3,Top,2,3,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,109.0,0.938,0.124,32.89184755,-34.40266485,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"2,3",,batter3,batter2,Undefined,,,,"5,3","5,3",2506220085,三ゴ,,4125.0,https://youtu.be/TjTzODVdbeI&t=4125,2283.0,https://youtu.be/RPJVei73lVc&t=2283,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R","Shin, Tamaki","Hiroto, Oyama","Hikaru, Ishikawa","Kota, Arai","Ryo, Sadoshima","Naomasa, Aogai","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,
86,30.0,83.0,2025/3/4,4313.587671,3913.587676,1741054262,1.0,1.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.906,0.46,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506220086,ボール,,4311.0,https://youtu.be/TjTzODVdbeI&t=4311,2308.0,https://youtu.be/RPJVei73lVc&t=2308,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
87,31.0,84.0,2025/3/4,4328.150719,3928.150735,1741054277,1.0,2.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,1,0,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,118.0,0.898,0.104,46.51796752,74.55368363,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506220087,ファール,,4326.0,https://youtu.be/TjTzODVdbeI&t=4326,2323.0,https://youtu.be/RPJVei73lVc&t=2323,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
88,32.0,85.0,2025/3/4,4348.851827,3948.851831,1741054297,1.0,3.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,1.143,0.104,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506220088,ボール,,4346.0,https://youtu.be/TjTzODVdbeI&t=4346,2337.0,https://youtu.be/RPJVei73lVc&t=2337,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
89,33.0,86.0,2025/3/4,4367.781,3967.781007,1741054316,1.0,4.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,2,1,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,111.0,0.542,0.112,33.22744033,-83.88449643,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506220089,ファール,,4365.0,https://youtu.be/TjTzODVdbeI&t=4365,2356.0,https://youtu.be/RPJVei73lVc&t=2356,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
90,34.0,87.0,2025/3/4,4392.089423,3992.089429,1741054340,1.0,5.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,2,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,103.0,0.542,0.104,30.22411451,-65.18580301,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506220090,ファール,,4390.0,https://youtu.be/TjTzODVdbeI&t=4390,2372.0,https://youtu.be/RPJVei73lVc&t=2372,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
91,35.0,88.0,2025/3/4,4422.389704,4022.389712,1741054371,1.0,6.0,pos1,Right,埼玉大,9,堀端,Left,TOK,3,Bottom,0,2,2,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,,,24.5423474,-76.79891282,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506220091,死球,,4420.0,https://youtu.be/TjTzODVdbeI&t=4420,2387.0,https://youtu.be/RPJVei73lVc&t=2387,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Taiki, Horibata",,,,,,
92,36.0,89.0,2025/3/4,4469.18105,4069.181059,1741054418,2.0,7.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.177,0.132,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,1,堀端,,,Nothing,,,,,,2506220092,ボール,,4467.0,https://youtu.be/TjTzODVdbeI&t=4467,2411.0,https://youtu.be/RPJVei73lVc&t=2411,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki","Taiki, Horibata",,,,,
93,37.0,90.0,2025/3/4,4488.399376,4088.399384,1741054437,2.0,8.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.014,0.42,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,1,堀端,,,Nothing,,,,,,2506220093,ボール,,4486.0,https://youtu.be/TjTzODVdbeI&t=4486,2430.0,https://youtu.be/RPJVei73lVc&t=2430,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki","Taiki, Horibata",,,,,
94,38.0,91.0,2025/3/4,4509.388311,4109.388316,1741054458,2.0,9.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.197,0.132,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,1,堀端,,,StolenBase,堀端,,,"2,4","2,4",2506220094,ボール[盗塁],,4507.0,https://youtu.be/TjTzODVdbeI&t=4507,2451.0,https://youtu.be/RPJVei73lVc&t=2451,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki","Taiki, Horibata",,,,,"Taiki, Horibata"
95,39.0,92.0,2025/3/4,4543.592716,4143.592723,1741054492,2.0,10.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.538,0.164,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,2,,堀端,,Nothing,,,,,,2506220095,見逃し,,4541.0,https://youtu.be/TjTzODVdbeI&t=4541,2486.0,https://youtu.be/RPJVei73lVc&t=2486,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki",,"Taiki, Horibata",,,,
96,40.0,93.0,2025/3/4,4567.143439,4167.143446,1741054516,2.0,11.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,3,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,118.0,0.93,0.16,29.36251832,-67.55724663,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,2,,堀端,,Undefined,,,,,,2506220096,ファール,,4565.0,https://youtu.be/TjTzODVdbeI&t=4565,2509.0,https://youtu.be/RPJVei73lVc&t=2509,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki",,"Taiki, Horibata",,,,
97,41.0,94.0,2025/3/4,4597.877913,4197.877918,1741054546,2.0,12.0,pos1,Right,埼玉大,1,鈴木,Left,TOK,3,Bottom,0,3,2,Slider,InPlay,Undefined,GroundBall,Single,0,0,,109.0,0.93,0.164,75.88061972,-28.05938477,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,2,,堀端,,Undefined,,,,7,7,2506220097,左安,,4595.0,https://youtu.be/TjTzODVdbeI&t=4595,2531.0,https://youtu.be/RPJVei73lVc&t=2531,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Yugo, Suzuki",,"Taiki, Horibata",,,,
98,,,2025/3/4,4645.942164,4245.94217,1741054594,,,pos1,Right,埼玉大,2,荒井孝,Right,TOK,3,Bottom,0,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"1,3",鈴木,,堀端,PickOff,,,,"1,3","1,3",2506220098,牽制,,4643.0,https://youtu.be/TjTzODVdbeI&t=4643,2556.0,https://youtu.be/RPJVei73lVc&t=2556,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Kota, Arai","Yugo, Suzuki",,"Taiki, Horibata",,,
99,42.0,95.0,2025/3/4,4662.798029,4262.798036,1741054611,3.0,1.0,pos1,Right,埼玉大,2,荒井孝,Right,TOK,3,Bottom,0,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,A2B,110.0,1.042,0.108,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,Normal,"1,3",鈴木,,堀端,StolenBase,鈴木,,,,,2506220099,空振り[盗塁],,4660.0,https://youtu.be/TjTzODVdbeI&t=4660,2573.0,https://youtu.be/RPJVei73lVc&t=2573,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Kota, Arai","Yugo, Suzuki",,"Taiki, Horibata",,,"Yugo, Suzuki"
100,43.0,96.0,2025/3/4,4712.173673,4312.173678,1741054661,3.0,2.0,pos1,Right,埼玉大,2,荒井孝,Right,TOK,3,Bottom,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.197,-0.272,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,IFFW,"2,3",,鈴木,堀端,Nothing,,,,,,2506220100,ボール,,4710.0,https://youtu.be/TjTzODVdbeI&t=4710,2622.0,https://youtu.be/RPJVei73lVc&t=2622,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Kota, Arai",,"Yugo, Suzuki","Taiki, Horibata",,,
101,44.0,97.0,2025/3/4,4742.177981,4342.177986,1741054691,3.0,3.0,pos1,Right,埼玉大,2,荒井孝,Right,TOK,3,Bottom,0,1,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.586,0.236,,,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,IFFW,"2,3",,鈴木,堀端,Nothing,,,,,,2506220101,見逃し,,4740.0,https://youtu.be/TjTzODVdbeI&t=4740,2652.0,https://youtu.be/RPJVei73lVc&t=2652,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Kota, Arai",,"Yugo, Suzuki","Taiki, Horibata",,,
102,45.0,98.0,2025/3/4,4765.5327,4365.532707,1741054714,3.0,4.0,pos1,Right,埼玉大,2,荒井孝,Right,TOK,3,Bottom,0,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,121.0,0.602,-0.232,39.35262454,75.23457689,TOK,#217fc4,東大,埼玉大,#00f900,埼玉大,TodaiStadium,B,春季オープン戦,IFFW,"2,3",,鈴木,堀端,Undefined,,,,,,2506220102,ファール,,4763.0,https://youtu.be/TjTzODVdbeI&t=4763,2676.0,https://youtu.be/RPJVei73lVc&t=2676,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"鈴木,荒井孝,青貝,黒武者,大山,スタンリー,佐渡島,石川,堀端","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,大山,石川,荒井孝,佐渡島,青貝,黒武者,堀端,鈴木","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,L,R,R,L,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,,,,,"Kota, Arai",,"Yugo, Suzuki","Taiki, Horibata",,,
