count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
89,48,89,2025/3/21,4221.290786,2331.290787,1742530156,4,1,pos1,Right,wel,6,佐渡島,Left,TOK,3,Top,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,118,0.323,-0.148,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970089,ボール,,4219,https://youtu.be/Uvk1aF-dqb8&t=4219,2168,https://youtu.be/1mcGF9E8muE&t=2168,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","R,R,L,R,R,R,L,L,L,L",,,,,,,,,,,"Ryo, Sadoshima",,,,,,
90,49,90,2025/3/21,4235.127785,2345.127786,1742530170,4,2,pos1,Right,wel,6,佐渡島,Left,TOK,3,Top,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130,0.383,0.264,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970090,ボール,,4233,https://youtu.be/Uvk1aF-dqb8&t=4233,2182,https://youtu.be/1mcGF9E8muE&t=2182,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","R,R,L,R,R,R,L,L,L,L",,,,,,,,,,,"Ryo, Sadoshima",,,,,,
91,50,91,2025/3/21,4248.976774,2358.976775,1742530183,4,3,pos1,Right,wel,6,佐渡島,Left,TOK,3,Top,2,2,0,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,133,1.022,-0.04,13.98926926,155.0560947,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Undefined,,,,,,2507970091,ファール,,4246,https://youtu.be/Uvk1aF-dqb8&t=4246,2196,https://youtu.be/1mcGF9E8muE&t=2196,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","R,R,L,R,R,R,L,L,L,L",,,,,,,,,,,"Ryo, Sadoshima",,,,,,
92,51,92,2025/3/21,4266.773811,2376.773811,1742530201,4,4,pos1,Right,wel,6,佐渡島,Left,TOK,3,Top,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130,0.642,0.373,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970092,ボール,,4264,https://youtu.be/Uvk1aF-dqb8&t=4264,2206,https://youtu.be/1mcGF9E8muE&t=2206,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","R,R,L,R,R,R,L,L,L,L",,,,,,,,,,,"Ryo, Sadoshima",,,,,,
93,52,93,2025/3/21,4280.662456,2390.662456,1742530215,4,5,pos1,Right,wel,6,佐渡島,Left,TOK,3,Top,2,3,1,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,132,1.022,0.208,65.89801484,-22.0871716,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Undefined,,,,"7,6","7,6",2507970093,左安,,4278,https://youtu.be/Uvk1aF-dqb8&t=4278,2220,https://youtu.be/1mcGF9E8muE&t=2220,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","R,R,L,R,R,R,L,L,L,L",,,,,,,,,,,"Ryo, Sadoshima",,,,,,
94,1,94,2025/3/21,4425.18451,2535.184511,1742530360,5,1,pos1_2,Left,wel,7,鈴木,Left,TOK,3,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116,1.137,-0.272,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,佐渡島,,,Nothing,,,,,,2507970094,ボール,,4423,https://youtu.be/Uvk1aF-dqb8&t=4423,2248,https://youtu.be/1mcGF9E8muE&t=2248,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,,,,,,,,,,,"Ryo, Sadoshima",,,,,
95,2,95,2025/3/21,4437.877212,2547.877213,1742530372,5,2,pos1_2,Left,wel,7,鈴木,Left,TOK,3,Top,2,1,0,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,105,0.51,0.284,22.53695038,-127.0198863,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,佐渡島,,,Undefined,,,,,,2507970095,ファール,,4435,https://youtu.be/Uvk1aF-dqb8&t=4435,2261,https://youtu.be/1mcGF9E8muE&t=2261,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,,,,,,,,,,,"Ryo, Sadoshima",,,,,
96,,,2025/3/21,4455.896122,2565.896123,1742530390,,,pos1_2,Left,wel,7,鈴木,Left,TOK,3,Top,2,1,1,,,,,,0,0,,,,,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,佐渡島,,,PickOff,,,,"1,3","1,3",2507970096,牽制,,4453,https://youtu.be/Uvk1aF-dqb8&t=4453,2270,https://youtu.be/1mcGF9E8muE&t=2270,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,,,,,,,,,,,"Ryo, Sadoshima",,,,,
97,3,96,2025/3/21,4464.698891,2574.698892,1742530399,5,3,pos1_2,Left,wel,7,鈴木,Left,TOK,3,Top,2,1,1,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,117,0.898,-0.24,30.62878891,28.78661831,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,佐渡島,,,Undefined,,,,3,3,2507970097,一直,,4462,https://youtu.be/Uvk1aF-dqb8&t=4462,2279,https://youtu.be/1mcGF9E8muE&t=2279,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,,,,,,,,,,,"Ryo, Sadoshima",,,,,
98,42,97,2025/3/21,4557.655381,2667.655382,1742530492,1,1,江口,Right,TOK,9,batter9,Left,wel,3,Bottom,0,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,113,1.097,0.4,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970098,ボール,,4555,https://youtu.be/Uvk1aF-dqb8&t=4555,2304,https://youtu.be/1mcGF9E8muE&t=2304,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
99,43,98,2025/3/21,4576.154981,2686.154982,1742530511,1,2,江口,Right,TOK,9,batter9,Left,wel,3,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133,0.73,0.24,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970099,見逃し,,4574,https://youtu.be/Uvk1aF-dqb8&t=4574,2323,https://youtu.be/1mcGF9E8muE&t=2323,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
100,44,99,2025/3/21,4597.656592,2707.656592,1742530532,1,3,江口,Right,TOK,9,batter9,Left,wel,3,Bottom,0,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126,0.65,0.188,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Nothing,,,,,,2507970100,見逃し,,4595,https://youtu.be/Uvk1aF-dqb8&t=4595,2344,https://youtu.be/1mcGF9E8muE&t=2344,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
101,45,100,2025/3/21,4610.646435,2720.646435,1742530545,1,4,江口,Right,TOK,9,batter9,Left,wel,3,Bottom,0,1,2,ChangeUp,InPlay,Undefined,GroundBall,Single,0,0,,117,0.55,0.196,70.82718114,-21.75709721,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,,,,,Undefined,,,,7,7,2507970101,左安,,4608,https://youtu.be/Uvk1aF-dqb8&t=4608,2357,https://youtu.be/1mcGF9E8muE&t=2357,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
102,46,101,2025/3/21,4641.823485,2751.823486,1742530576,2,1,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,107,1.157,0.092,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,Nothing,,,,,,2507970102,ボール,,4639,https://youtu.be/Uvk1aF-dqb8&t=4639,2381,https://youtu.be/1mcGF9E8muE&t=2381,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
103,47,102,2025/3/21,4658.141303,2768.141304,1742530593,2,2,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,A2B,133,0.554,0.14,14.55327007,72.29957221,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,Undefined,,,,,,2507970103,ファール,,4656,https://youtu.be/Uvk1aF-dqb8&t=4656,2397,https://youtu.be/1mcGF9E8muE&t=2397,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
104,48,103,2025/3/21,4682.62457,2792.624571,1742530617,2,3,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,B2H,133,0.846,0.144,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,Nothing,,,,,,2507970104,空振り,,4680,https://youtu.be/Uvk1aF-dqb8&t=4680,2407,https://youtu.be/1mcGF9E8muE&t=2407,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
105,49,104,2025/3/21,4703.004894,2813.004894,1742530637,2,4,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,B2H,,1.13,0.22,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,Nothing,,,,,,2507970105,ボール,,4701,https://youtu.be/Uvk1aF-dqb8&t=4701,2427,https://youtu.be/1mcGF9E8muE&t=2427,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
106,50,105,2025/3/21,4724.116193,2834.116194,1742530659,2,5,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,2,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,B2H,137,0.71,-0.228,20.13692999,121.8274466,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,Undefined,,,,,,2507970106,ファール,,4722,https://youtu.be/Uvk1aF-dqb8&t=4722,2448,https://youtu.be/1mcGF9E8muE&t=2448,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
107,51,106,2025/3/21,4746.922493,2856.922494,1742530681,2,6,江口,Right,TOK,1,batter1,Right,wel,3,Bottom,0,2,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,B2H,,0.602,0.272,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter9,,,StolenBase,batter9,,,"2,6","2,6",2507970107,空三振[盗塁],,4744,https://youtu.be/Uvk1aF-dqb8&t=4744,2457,https://youtu.be/1mcGF9E8muE&t=2457,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
108,52,107,2025/3/21,4805.748709,2915.748709,1742530740,3,1,江口,Right,TOK,2,batter2,Right,wel,3,Bottom,1,0,0,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,106,0.502,0.1,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,2,,batter9,,Nothing,,,,,,2507970108,空振り,,4803,https://youtu.be/Uvk1aF-dqb8&t=4803,2499,https://youtu.be/1mcGF9E8muE&t=2499,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
109,53,108,2025/3/21,4823.008545,2933.008546,1742530757,3,2,江口,Right,TOK,2,batter2,Right,wel,3,Bottom,1,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,109,1.11,0.32,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,2,,batter9,,Nothing,,,,,,2507970109,ボール,,4821,https://youtu.be/Uvk1aF-dqb8&t=4821,2516,https://youtu.be/1mcGF9E8muE&t=2516,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
110,54,109,2025/3/21,4841.934779,2951.93478,1742530776,3,3,江口,Right,TOK,2,batter2,Right,wel,3,Bottom,1,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136,0.678,-0.22,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,2,,batter9,,Nothing,,,,,,2507970110,見逃し,,4839,https://youtu.be/Uvk1aF-dqb8&t=4839,2535,https://youtu.be/1mcGF9E8muE&t=2535,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
111,55,110,2025/3/21,4860.786605,2970.786606,1742530795,3,4,江口,Right,TOK,2,batter2,Right,wel,3,Bottom,1,1,2,Curveball,InPlay,Undefined,GroundBall,Single,0,1,,106,0.866,0.18,72.66463357,-23.44292071,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,2,,batter9,,Undefined,,,batter9,"7,6","7,6",2507970111,左安①,,4858,https://youtu.be/Uvk1aF-dqb8&t=4858,2554,https://youtu.be/1mcGF9E8muE&t=2554,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
112,56,111,2025/3/21,4901.110408,3011.110409,1742530836,4,1,江口,Right,TOK,3,batter3,Right,wel,3,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135,0.377,-0.32,,,wel,#ff0035,wel,TOK,#217fc4,東大, 牛久運動公園,B,スプリングフレッシュ,Normal,1,batter2,,,Nothing,,,,,,2507970112,ボール,,4899,https://youtu.be/Uvk1aF-dqb8&t=4899,2581,https://youtu.be/1mcGF9E8muE&t=2581,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","秋元,小村,門田,荒井慶,竹山,佐渡島,鈴木,深見,成瀬","pos1_2,batter9,batter3,batter2,batter7,batter8,batter6,batter1,batter4","江口,深見,門田,秋元,佐渡島,小村,荒井慶,鈴木,成瀬","R,R,R,R,R,R,R,R,R,L","L,R,L,R,R,R,L,L,L,L",,"Yuto, Fukami","Ryohei, Kadota","Ryo, Akimoto","Ryo, Sadoshima","Osuke, Komura","Keito, Arai",,"Yuto, Naruse",,,,,,,,
